0=pathable,1=nonpathable,2=water,3=door,4=hedge(N->S),5=grass,6=hedge(E->W),7=hedge(W->E),8=wildPoke,9=trainer

Pallet Town:
			{1,1,1,1,4,4,4,4,4,1,4,4,4,4,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,4,4,4,4,4,1,5,5,5,5,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,1,1,4,4,4,4,1,1,1,1,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,4,0,4,4,4,0,4,4,4,4,4,4,4,4,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,1,1,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1},
			{1,1,1,1,4,4,0,0,0,1,4,4,4,4,4,4,4,4,1,1,1,1,1},
			{1,1,1,1,0,0,5,5,5,5,0,0,0,0,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,0,0,5,5,5,5,0,0,0,0,5,5,5,5,1,1,1,1,1},
			{1,1,1,1,5,5,5,5,0,0,0,0,5,5,5,5,0,0,1,1,1,1,1},
			{1,1,1,1,5,5,5,5,0,0,0,0,5,5,5,5,0,0,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1}

Route 2:
{

Viridian Forest:
			{1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1},
			{1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1},
			{1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,0,0,5,5,5,1,1,1,1,1,1,0,0,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,0,0,5,5,5,1,1,1,1,1,1,0,1,1,1,1,5,5,5,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,5,5,5,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,5,5,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,5,5,5,0,0,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,5,5,5,0,0,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,0,0,1},
			{1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,5,1,0,5,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,5,0,0,5,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,5,0,0,5,1,1,1,1,1,1,5,0,0,1,1,1,1,1,1},
			{1,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,1,5,0,0,5,5,5,5,5,1},
			{1,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,1},
			{1,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1},
			{1,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1}
			
Checkpoint:
			{1,1,1,1,1,3,1,1,1,1},
			{0,0,0,0,0,0,0,0,0,0},
			{1,0,0,0,0,0,1,0,1,1},
			{1,0,0,0,0,0,1,0,1,1},
			{1,0,0,0,0,0,0,0,0,1},
			{1,0,0,0,0,0,1,0,1,1},
			{1,0,0,0,0,0,1,0,1,1},
			{1,0,0,0,3,3,0,0,0,1}

House(w/o upper floor):
			{1,1,1,1,1,1,1,1},
			{1,1,0,0,0,0,0,1},
			{0,0,0,0,0,0,0,0},
			{0,0,0,1,1,0,0,0},
			{0,0,0,1,1,0,0,0},
			{0,0,0,0,0,0,0,0},
			{1,0,0,0,0,0,0,1},
			{1,0,3,3,0,0,0,1}

House(upper floor):
			{1,1,1,1,1,1,1,1},
			{1,1,1,0,0,0,0,3},
			{0,0,0,0,0,0,0,0},
			{0,0,0,0,0,0,0,0},
			{0,0,0,1,0,0,0,0},
			{0,0,0,1,0,0,0,0},
			{1,0,0,0,0,0,1,0},
			{1,0,0,0,0,0,1,0}

House(w/ upper floor):
			{1,1,1,1,1,1,1,1},
			{1,1,0,0,0,0,0,3},
			{0,0,0,0,0,0,0,0},
			{0,0,0,1,1,0,0,0},
			{0,0,0,1,1,0,0,0},
			{0,0,0,0,0,0,0,0},
			{1,0,0,0,0,0,0,1},
			{1,0,3,3,0,0,0,1}

Oak's Lab:
			{1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,0,0,1,1,1,1},
			{0,0,0,0,0,0,0,0,0,0},
			{0,0,0,0,0,0,1,1,1,1},
			{0,0,0,0,0,0,0,0,0,0},
			{0,0,0,0,0,0,0,0,0,0},
			{1,1,1,1,0,0,1,1,1,1},
			{1,1,1,1,0,0,1,1,1,1},
			{0,0,0,0,0,0,0,0,0,0},
			{0,0,0,0,0,0,0,0,0,0},
			{0,0,0,0,0,0,0,0,0,0},
			{0,0,0,0,3,3,0,0,0,0}

Route 3 P1:
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,0,4,4,4,4,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,5,5,5,5,5,5,0,1,4,4,4,0,4,4,4,4,1,1},
			{1,1,0,0,0,0,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,4,4,4,4,4,0,4,4,4,4,1,1,4,0,4,4,4,4,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1},
			{1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1}

Rout 3 P2:

Viridian City:
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1},
			{1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1},
			{0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1},
			{0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1},
			{1,1,1,1,1,2,2,2,2,2,2,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
			{1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
			{1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1}


